Customer_ID,Age,Gender,Phone No,Email,Location,Date,Flight ID,Preferred_Travel_Class,Booking_Channel,Destination_Type,Booking_Frequency,Distance,Miles_Accrued,Loyalty_Tier,Flight_Cancellations,Price_of_Ticket,Tenure,Revenue_Contribution,Ancillary_Purchases,Discount_Usage,Offer,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,AVG_INTERVAL time,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Complaints_Frequency,NPS,Recency
4377,38,Male,956-917-5354,walkerkim@example.net,Japan,14-08-2024,JA4528,Economy,Agent,Domestic,2,4666,7604,Platinum,1,258.8,1,1234.54,4,34,Free Upgrade,1,5,3,2,4,2,2,4,4,2,5,3,1,4,35,51,3,4,316
4378,51,Male,001-519-487-4042x483,wanda10@example.com,Canada,29-10-2024,CA1042,Economy,Mobile App,Domestic,1,3579,1693,Bronze,2,1117.26,6,9300.32,0,14,Free Upgrade,3,5,4,1,2,2,1,3,3,2,4,1,24,2,18,17,3,5,288
4379,20,Male,902-524-7988x9302,hjackson@example.com,Canada,15-05-2024,CA6746,Economy,Mobile App,International,2,4021,3057,Bronze,5,706.92,2,2525.35,5,25,No Offer,1,3,5,1,4,1,4,1,4,2,5,4,9,3,87,25,2,2,56
4380,39,Female,278-917-0436x13356,flynnjerry@example.org,France,06-08-2024,FR3389,First Class,Agent,International,5,9453,478,Gold,4,1965.36,6,14851.6,4,37,Free Upgrade,3,3,1,2,2,1,4,4,5,2,3,4,20,3,69,79,3,5,102
4381,36,Female,945-601-1335x795,lindaberry@example.com,USA,11-03-2024,US4621,Business,Online,Domestic,6,4547,2166,Gold,0,150.56,6,6692.5,1,49,Discount,5,4,4,3,5,3,2,4,5,1,5,4,23,3,97,100,3,10,12
4382,51,Male,(712)340-8908x67857,aaronmalone@example.net,India,09-06-2024,IN4901,Business,Phone,International,4,8473,8310,Gold,4,494.25,9,10726.64,2,19,No Offer,1,4,1,3,4,1,2,4,3,1,2,1,29,3,43,20,1,5,248
4383,65,Female,356-748-7878x577,coxbrooke@example.com,India,20-10-2024,IN2513,Business,Agent,Domestic,7,6574,6861,Platinum,5,1498.27,8,360.42,3,41,No Offer,1,3,2,3,5,3,1,5,4,1,4,2,27,4,38,23,4,6,129
4384,80,Female,493.889.4386x130,shelia03@example.net,France,22-02-2024,FR9430,Economy,Agent,International,5,791,1338,Platinum,0,335.84,6,1751.12,4,5,Discount,3,3,1,1,2,5,1,4,4,4,4,1,7,5,71,81,4,6,216
4385,46,Male,(796)520-6048x18951,ezuniga@example.net,Australia,21-07-2024,AU2942,Business,Phone,Domestic,1,4508,925,Bronze,5,207.46,3,2323.76,3,47,Free Upgrade,5,3,4,2,4,1,4,5,4,5,4,2,3,2,119,17,0,1,319
4386,64,Female,911-779-6217,iturner@example.com,UK,17-06-2024,UK4468,First Class,Mobile App,International,9,8370,2450,Gold,5,1728.07,2,2456.9,5,49,Lounge Access,4,4,1,4,4,4,1,5,1,1,5,2,21,5,29,42,3,2,241
4387,48,Female,259-322-8159x224,connor15@example.org,Japan,17-10-2024,JA7879,First Class,Agent,Domestic,6,3880,123,Bronze,1,1865.12,5,1642.14,0,0,Free Upgrade,2,1,4,3,2,2,1,3,2,3,5,5,12,4,117,110,2,2,300
4388,74,Female,664.301.7874x32872,ericcarlson@example.org,Australia,24-08-2024,AU5722,Business,Phone,Domestic,8,942,4543,Silver,1,594.68,3,2676.51,2,19,Discount,1,2,1,4,3,3,5,4,1,3,4,5,20,1,29,109,4,1,115
4389,40,Female,001-612-566-1426x536,scottmurphy@example.org,France,09-11-2024,FR8924,First Class,Online,International,1,5523,1530,Gold,5,1230.2,1,7688.4,1,25,Free Upgrade,2,3,1,4,5,4,3,2,4,1,3,3,11,3,83,114,4,5,333
4390,24,Male,2712562172,snyderdiane@example.com,Canada,05-07-2024,CA1882,Business,Phone,Domestic,6,474,4850,Platinum,3,1449.04,5,16523.1,2,17,Free Upgrade,5,2,2,4,4,1,3,1,2,4,3,3,17,3,59,70,1,5,312
4391,70,Male,001-816-869-6579x34073,powellwilliam@example.net,UK,23-05-2024,UK4903,First Class,Mobile App,International,3,3064,4169,Silver,3,1147.8,5,14119.52,0,42,Free Upgrade,1,1,5,1,5,4,5,5,2,1,3,1,30,1,10,97,0,1,304
4392,35,Female,559-279-0341x24570,griffithyvette@example.org,Japan,17-11-2024,JA1006,Business,Agent,International,6,5830,7920,Silver,5,1222.67,6,2288.05,0,22,Free Upgrade,5,5,5,1,4,3,5,3,2,1,5,5,7,2,97,105,4,5,161
4393,42,Female,(476)293-3347,sflynn@example.org,Canada,02-01-2024,CA4442,Business,Online,International,9,523,4037,Bronze,4,440.96,3,4917.04,2,6,Free Upgrade,3,5,4,5,3,4,2,2,5,1,2,3,1,2,57,20,5,1,17
4394,67,Female,+1-381-639-2725x376,jessica52@example.net,France,01-12-2024,FR8102,Business,Agent,Domestic,10,1858,1614,Bronze,1,597.39,8,1004.71,3,16,Lounge Access,1,2,3,5,3,4,5,4,4,3,2,5,23,3,74,102,4,3,182
4395,46,Female,475-480-0396x393,myerskatie@example.net,Australia,03-04-2024,AU1873,First Class,Agent,International,1,2921,1578,Gold,3,734.54,1,5484.12,4,37,Discount,1,4,1,4,5,5,1,1,4,4,5,3,1,1,101,5,5,3,53
4396,50,Male,+1-884-861-7514x102,gina96@example.com,France,06-09-2024,FR6665,Economy,Mobile App,Domestic,5,3548,487,Silver,0,760.6,10,5368.16,2,21,Lounge Access,3,5,3,2,1,1,5,2,2,1,4,5,25,4,105,42,5,9,205
4397,55,Female,884-213-9388,smithjose@example.com,UK,01-09-2024,UK7345,First Class,Online,Domestic,9,6293,138,Gold,5,377.87,4,5401.86,1,22,Discount,3,4,3,4,4,1,1,2,4,4,3,3,14,5,114,5,2,2,214
4398,65,Male,(681)519-8007x2384,melissa27@example.com,USA,28-02-2024,US6604,Economy,Phone,International,1,914,77,Platinum,4,1630.59,8,3431.88,4,39,No Offer,3,3,3,2,2,2,4,1,3,4,5,2,26,2,51,110,2,6,4
4399,62,Female,989-728-1073x663,lsoto@example.com,Australia,06-09-2024,AU5401,First Class,Mobile App,Domestic,3,7891,1517,Platinum,5,1587.09,4,4128.32,3,32,Free Upgrade,4,2,4,2,4,3,2,5,5,5,5,3,1,1,113,64,5,2,36
4400,80,Male,671-390-2710,mark79@example.org,Australia,18-02-2024,AU9311,Economy,Online,International,7,8096,1186,Bronze,3,1908.1,5,1449.74,3,18,Free Upgrade,2,4,1,4,1,3,3,4,2,3,2,5,13,5,84,71,3,1,17
4401,76,Male,(255)280-7946x821,qmorgan@example.net,UK,14-04-2024,UK8829,First Class,Phone,International,10,9919,2893,Platinum,1,1321.85,8,1950.52,1,34,Discount,3,5,1,5,5,3,5,1,5,4,4,4,17,1,85,103,0,9,305
4402,78,Female,+1-367-506-9124x99069,christine52@example.net,France,29-04-2024,FR3112,First Class,Phone,Domestic,4,5313,1989,Bronze,1,344.14,5,12948.39,1,24,No Offer,4,1,4,4,5,1,4,4,1,3,2,4,29,2,98,53,3,7,343
4403,38,Male,+1-943-367-2867x0907,gregory01@example.com,Canada,15-03-2024,CA1983,Economy,Agent,Domestic,4,7829,1255,Bronze,2,1437.13,4,2871.54,4,16,Discount,5,4,1,5,2,2,2,4,3,4,1,2,4,2,95,63,1,4,159
4404,23,Male,001-807-862-4638x285,hthornton@example.com,Australia,19-04-2024,AU1425,Economy,Phone,International,3,5305,3711,Silver,0,1766.99,10,1755.9,3,32,Discount,4,2,4,4,3,1,4,3,5,2,4,4,14,4,41,25,2,6,323
4405,35,Female,2369030361,tammy95@example.net,Germany,07-04-2024,GE7289,First Class,Mobile App,International,3,5553,4087,Platinum,5,743.92,3,1901.77,1,50,Discount,5,4,4,4,5,3,3,1,4,4,5,4,30,5,9,84,1,7,30
4406,71,Female,(310)895-3218,mckaymaria@example.com,USA,18-10-2024,US3599,Business,Phone,Domestic,9,721,2522,Bronze,3,724.83,9,6270.04,5,34,No Offer,2,1,2,2,2,,1,3,1,1,2,4,24,5,62,38,5,7,206
4407,64,Male,-2912,rodriguezdiane@example.net,Japan,09-11-2024,JA1287,Business,Phone,International,5,7539,171,Bronze,0,695.24,3,8418.5,4,17,No Offer,5,1,4,4,3,1,1,4,2,5,3,2,25,3,67,61,0,9,38
4408,52,Female,(874)376-3521x79691,shawn86@example.org,Germany,07-11-2024,GE9508,Economy,Mobile App,Domestic,6,4374,222,Bronze,4,524.45,5,13221.04,1,13,Free Upgrade,4,3,4,2,3,3,5,1,4,5,5,3,12,4,93,79,0,1,220
4409,67,Male,761.768.9354,shannonvalentine@example.com,Canada,02-09-2024,CA6260,Economy,Phone,Domestic,9,4088,481,Gold,0,852.13,1,8964.5,4,6,Discount,3,3,1,4,4,5,2,1,5,4,3,1,26,2,1,25,5,8,315
4410,20,Male,354-335-8347,gene47@example.net,France,04-07-2024,FR7852,Economy,Mobile App,International,8,1837,8536,Platinum,2,171.02,2,5177.44,3,1,No Offer,5,4,2,1,2,1,4,5,2,3,2,5,16,3,18,40,5,10,162
4411,27,Male,622-660-4217x954,ramirezcynthia@example.org,Canada,19-05-2024,CA1833,Economy,Online,Domestic,4,9435,1977,Platinum,0,1519.32,10,1315.26,1,30,Free Upgrade,1,1,5,2,4,2,2,5,2,1,2,1,6,1,50,111,2,10,208
4412,75,Female,520-791-1190x74117,brianhall@example.net,USA,28-08-2024,US9765,Economy,Mobile App,Domestic,6,9350,849,Platinum,5,1140.17,4,2225.36,5,23,Lounge Access,4,2,3,3,5,2,3,1,3,4,1,2,1,1,91,49,2,2,36
4413,37,Male,(973)698-6622x92206,hamiltonaustin@example.org,Germany,09-02-2024,GE1119,Business,Mobile App,International,4,2432,186,Gold,4,1775.21,3,780.46,0,0,Lounge Access,5,3,4,1,2,5,2,2,3,2,4,1,28,3,76,49,0,3,47
4414,53,Female,+1-436-991-2424x473,robertelliott@example.net,Japan,13-05-2024,JA9839,Business,Phone,International,1,6799,2328,Silver,1,1719.25,2,1473.21,0,1,Lounge Access,2,5,5,4,3,3,2,1,,3,1,1,5,2,16,42,1,9,283
4415,22,Male,-7987,justinlandry@example.com,UK,03-11-2024,UK6250,Economy,Online,International,2,2679,6428,Platinum,0,1959.95,4,14846.04,5,44,Lounge Access,4,1,1,1,1,5,3,1,5,1,2,4,18,3,6,39,0,3,99
4416,29,Male,7138787446,drakekimberly@example.net,India,26-07-2024,IN8849,First Class,Phone,International,6,3818,874,Platinum,3,964.39,5,9150,5,24,No Offer,4,3,2,1,1,3,1,5,2,4,1,5,21,2,7,5,3,4,335
4417,24,Female,793-990-9037x016,melissa87@example.net,USA,06-06-2024,US9316,Economy,Online,Domestic,8,1265,1459,Gold,0,445.95,3,4074.39,2,6,Discount,1,1,4,2,3,2,3,3,5,3,1,2,15,5,91,110,0,3,58
4418,57,Male,001-570-635-3287x168,jeffrey46@example.org,USA,13-11-2024,US7083,Business,Online,International,10,6064,2078,Bronze,5,1025.79,7,3294.08,0,16,Lounge Access,5,4,2,1,2,2,5,1,5,5,1,2,21,3,99,18,4,7,64
4419,51,Female,+1-516-576-2019x271,chad53@example.com,Japan,18-09-2024,JA1259,First Class,Mobile App,Domestic,7,4347,1840,Bronze,3,265.44,9,5527.5,4,46,Discount,2,5,4,4,1,1,1,3,5,4,4,3,15,2,38,67,4,5,191
4420,33,Female,+1-379-711-5221x80816,kathleen44@example.net,India,24-02-2024,IN3682,First Class,Online,Domestic,7,1255,5150,Silver,1,1184.2,1,1368.99,4,39,Discount,1,5,3,1,5,2,1,1,2,1,4,4,3,1,119,83,4,3,239
4421,74,Male,001-812-791-4126,thompsonjustin@example.net,USA,03-07-2024,US4047,Economy,Phone,International,5,4131,1344,Platinum,3,334.91,7,1163.32,4,16,Discount,5,5,5,5,5,1,4,3,3,3,4,1,13,3,119,5,1,10,115
4422,37,Male,331-710-2751x2832,james22@example.com,Japan,01-07-2024,JA7259,Business,Phone,Domestic,2,9477,2051,Silver,1,383.97,2,697.91,3,20,Lounge Access,2,3,1,2,4,3,5,2,4,1,5,5,4,5,51,29,5,1,154
4423,65,Female,742.318.8482,mandrews@example.com,Australia,31-10-2024,AU5235,First Class,Agent,Domestic,3,8089,3821,Silver,3,1221.8,7,9701.34,2,23,Discount,2,5,2,5,2,2,1,3,4,3,5,4,16,5,47,54,3,2,213
4424,68,Male,522.252.2509,xanderson@example.net,Canada,03-03-2024,CA7344,First Class,Agent,International,8,6417,2652,Bronze,0,1738.6,3,3099.3,2,42,Free Upgrade,2,5,3,5,2,4,2,5,3,5,1,2,6,1,81,3,1,1,309
4425,27,Male,(273)347-7868,johnny32@example.com,Japan,05-10-2024,JA5288,Business,Online,International,7,8511,174,Silver,4,520.17,4,648.6,5,27,Free Upgrade,5,2,4,2,4,5,4,4,1,5,1,1,26,4,85,31,0,8,308
4426,31,Male,996.372.5611x006,ggomez@example.org,France,08-10-2024,FR3898,Economy,Phone,Domestic,8,6449,3876,Silver,1,835.13,2,1004.72,0,7,Free Upgrade,4,3,3,1,1,3,1,1,1,4,5,3,28,4,76,60,2,7,336
4427,45,Female,891-234-4014x34806,jacksondonna@example.org,Australia,10-12-2024,AU1236,Economy,Online,International,7,7577,451,Silver,0,1951.96,10,11382.56,0,37,Lounge Access,4,3,3,3,4,5,1,5,3,2,3,1,30,1,110,11,4,5,345
4428,79,Female,(995)954-7757,joycecarpenter@example.com,Canada,18-10-2024,CA5135,First Class,Online,Domestic,7,7829,857,Bronze,5,1376.26,8,252.14,1,6,Lounge Access,3,1,3,1,3,3,5,5,5,1,3,2,11,1,89,81,0,2,345
4429,64,Male,2576960300,angelalowery@example.org,Germany,11-06-2024,GE1079,First Class,Online,Domestic,6,2641,2289,Silver,5,549.11,2,8857.5,5,27,No Offer,4,5,1,1,4,5,1,1,2,2,4,3,13,5,79,99,2,3,109
4430,26,Female,900-828-8371x15023,kaitlin83@example.com,UK,04-05-2024,UK9833,First Class,Phone,Domestic,4,3903,1080,Gold,0,1752.81,3,3764.82,1,10,No Offer,5,4,2,3,1,1,5,3,3,3,2,5,18,1,20,53,1,8,109
4431,71,Female,001-787-978-0265,danielle41@example.com,India,04-10-2024,IN6843,Economy,Agent,Domestic,5,3237,212,Gold,0,1628.86,5,1268.63,2,13,Free Upgrade,5,5,2,2,3,4,5,1,3,2,5,5,26,5,77,7,5,2,89
4432,75,Female,(346)892-2418x58860,kevinlewis@example.org,India,15-11-2024,IN9235,First Class,Online,Domestic,3,2108,1236,Gold,0,119.58,7,14585.28,3,17,Lounge Access,3,2,4,1,1,2,3,1,3,3,3,3,16,4,42,48,3,7,135
4433,39,Female,001-473-547-2616x11809,mbrady@example.net,India,26-04-2024,IN1160,Economy,Mobile App,International,8,9434,907,Platinum,3,890.67,9,3277.44,3,48,Lounge Access,3,4,1,4,4,2,2,5,3,5,3,3,18,5,7,88,2,7,28
4434,52,Female,001-698-320-3569x6476,davismichelle@example.net,Japan,02-03-2024,JA2795,Economy,Agent,International,2,5161,2962,Silver,2,1085.39,9,4053.72,5,49,No Offer,4,2,5,3,1,2,5,5,3,3,4,5,28,1,52,83,0,4,41
4435,69,Female,6996662846,quinnnicole@example.org,Japan,27-06-2024,JA1770,Business,Online,International,8,2206,402,Bronze,1,285.32,3,395.36,4,8,No Offer,2,5,3,1,1,5,5,3,3,4,4,5,1,5,29,16,4,7,36
4436,38,Female,(579)596-7470x1053,jjohnson@example.com,France,18-05-2024,FR6348,First Class,Agent,International,6,1245,137,Platinum,5,477.93,3,10276.8,4,12,Free Upgrade,3,2,5,4,2,4,2,5,5,5,1,2,7,2,95,51,1,8,241
4437,49,Male,3367584850,hthompson@example.net,India,10-10-2024,IN5237,First Class,Phone,Domestic,7,5964,73,Gold,4,1352.92,3,16449.48,1,27,Free Upgrade,4,3,1,3,2,4,2,3,4,2,3,2,3,5,51,33,4,5,195
4438,58,Male,505-318-0358x629,jessicaboyer@example.com,Australia,07-04-2024,AU2832,First Class,Phone,Domestic,1,7741,1374,Bronze,0,1467.09,10,8808.7,4,25,Discount,3,1,1,3,2,4,2,2,4,4,5,1,20,3,68,58,4,5,286
4439,52,Male,(828)368-3119x9493,amanda47@example.net,Australia,07-05-2024,AU6708,Business,Agent,Domestic,2,4178,764,Gold,0,1280.96,4,352.41,1,44,No Offer,2,5,1,1,,3,1,4,4,1,4,2,30,2,110,13,3,6,178
4440,56,Male,699.679.2935x71962,ismith@example.org,USA,20-11-2024,US9500,First Class,Online,International,7,2655,158,Bronze,2,1148.05,8,3791.82,0,21,Discount,3,5,2,3,1,5,2,1,3,5,2,1,1,3,37,44,0,2,137
4441,46,Female,394.895.1852x12636,elizabethcompton@example.org,Canada,17-04-2024,CA5316,Economy,Online,Domestic,2,5371,4095,Bronze,0,836.26,3,1947.5,1,12,Free Upgrade,3,5,5,5,3,1,3,5,5,5,4,4,1,5,1,28,3,6,184
4442,77,Female,(655)879-0957,claytonatkinson@example.com,Canada,19-08-2024,CA5173,Economy,Online,International,7,876,678,Bronze,3,862.82,6,3714.76,5,42,Lounge Access,5,2,5,2,5,2,2,4,5,1,2,3,20,1,88,106,0,2,162
4443,41,Male,-10781,emartinez@example.org,France,31-05-2024,FR7622,Business,Online,International,1,2045,1573,Gold,5,1497.4,7,5108.75,4,27,Free Upgrade,5,3,4,3,2,4,1,2,2,3,5,4,30,4,68,32,0,3,110
4444,33,Female,643.249.2745x185,michaelallen@example.net,Australia,01-04-2024,AU9512,Business,Agent,International,1,6042,8730,Platinum,3,1949.12,10,9478.85,5,19,Free Upgrade,2,3,4,2,2,2,2,1,1,4,5,5,6,2,70,15,4,8,221
4445,60,Male,001-237-327-0994x38827,qmoore@example.net,UK,15-04-2024,UK4337,Business,Agent,Domestic,9,8525,7621,Silver,4,1727.49,9,664.62,1,2,Free Upgrade,3,1,2,3,2,3,1,3,4,3,5,1,20,4,98,106,5,7,188
4446,70,Female,(252)382-2994,laura88@example.org,UK,08-03-2024,UK1666,First Class,Phone,International,1,9105,2919,Silver,1,1841.42,4,5166.88,5,31,Discount,3,4,2,4,4,2,2,3,4,1,3,3,13,5,95,18,4,10,219
4447,38,Female,001-776-549-1177x541,brian33@example.com,Japan,12-06-2024,JA1830,Economy,Online,Domestic,5,5321,2116,Platinum,2,1354.69,10,19613.1,0,28,Free Upgrade,4,3,3,4,1,2,1,1,2,4,2,4,4,3,25,15,0,2,267
4448,31,Female,351-798-8647x65402,mswanson@example.com,USA,08-01-2024,US4066,Business,Online,Domestic,5,852,1148,Silver,1,452.71,10,7990.32,5,34,Lounge Access,1,2,2,3,1,5,3,5,3,4,4,1,15,2,76,97,1,1,329
4449,63,Female,+1-390-578-2753x419,ralph21@example.com,India,28-01-2024,IN2243,First Class,Online,International,9,7502,7650,Silver,1,1218.44,8,2669.52,1,47,Lounge Access,1,4,1,2,2,5,4,3,2,1,1,1,11,5,110,0,4,8,328
4450,47,Female,001-603-823-5638x6146,lewisanthony@example.net,UK,08-10-2024,UK6424,Economy,Online,International,5,8370,4940,Silver,1,1208.85,7,11182.1,0,16,Discount,5,1,1,5,5,4,5,1,2,5,2,3,20,1,39,2,1,10,66
4451,56,Female,551-784-6229,fletchercindy@example.com,Australia,25-02-2024,AU9803,Business,Phone,International,6,5920,8907,Platinum,0,1490.39,4,6019.2,5,47,Lounge Access,1,1,3,5,1,1,5,3,4,5,2,4,16,2,0,37,2,4,291
4452,57,Male,(801)676-3408x36994,khodge@example.com,India,12-01-2024,IN8211,Business,Agent,Domestic,2,8306,3120,Gold,4,1113.81,8,496.96,1,24,Lounge Access,3,1,4,3,1,2,3,4,5,3,5,3,14,5,5,47,3,6,142
4453,23,Male,(743)601-5267,moodyamber@example.com,Australia,12-06-2024,AU2901,Business,Phone,International,2,2871,1581,Bronze,4,521.82,3,740.51,3,2,Free Upgrade,1,1,3,1,2,,2,3,1,1,3,2,16,2,60,26,4,3,169
4454,68,Female,-5071,yatesmatthew@example.net,Germany,08-05-2024,GE4377,First Class,Mobile App,Domestic,9,2222,4406,Bronze,2,795.32,10,3541.18,4,32,No Offer,3,5,1,4,5,5,5,2,5,2,2,4,15,3,61,75,1,1,2
4455,42,Female,4548448639,rodriguezjade@example.net,USA,21-10-2024,US2765,Economy,Online,Domestic,4,4538,1679,Platinum,1,570.67,3,2321.2,4,16,Free Upgrade,1,4,3,5,2,3,3,4,2,1,2,4,21,3,100,24,5,8,250
4456,68,Female,+1-797-896-5987x16025,qclark@example.net,UK,13-07-2024,UK2853,First Class,Online,Domestic,1,8546,99,Gold,3,1102.43,3,16888.8,1,47,No Offer,5,3,4,2,3,4,2,1,2,5,4,5,20,2,81,9,1,6,233
4457,56,Male,730-938-6174,dsanders@example.net,Australia,28-07-2024,AU8999,Business,Mobile App,International,2,9831,3125,Platinum,1,563.1,6,12584.24,2,36,No Offer,3,4,1,2,3,2,5,2,4,1,5,5,6,1,24,101,3,1,66
4458,36,Male,(334)956-1002x034,linda98@example.net,Australia,07-12-2024,AU3487,Business,Mobile App,Domestic,8,120,3630,Bronze,5,1311.81,5,3643.6,5,50,Discount,3,3,3,3,1,2,3,5,3,4,4,2,15,5,43,45,3,9,57
4459,40,Male,2928924086,dlin@example.org,Japan,26-02-2024,JA6988,First Class,Mobile App,International,9,923,730,Platinum,1,1190.21,1,3608.04,0,21,Free Upgrade,5,1,2,4,1,2,3,1,5,5,1,2,3,1,65,45,0,9,309
4460,50,Male,(950)309-2408x5441,timothyavila@example.org,Japan,18-07-2024,JA8840,First Class,Agent,International,7,2187,1228,Bronze,2,820.33,2,15981.3,4,50,Lounge Access,4,3,5,1,5,1,4,3,1,4,3,3,6,5,12,76,2,6,234
4461,19,Female,844.669.7825x336,matthewriley@example.com,USA,18-05-2024,US4816,First Class,Phone,Domestic,9,5039,963,Platinum,4,1830.62,8,4192.53,1,13,No Offer,5,5,4,2,1,4,2,1,5,3,4,1,14,4,93,94,3,4,319
4462,49,Male,+1-494-676-4199x186,alexander34@example.org,USA,25-05-2024,US5607,First Class,Agent,Domestic,6,7283,1529,Silver,3,1117.59,7,7472.5,0,38,Lounge Access,1,5,2,1,1,3,1,5,4,5,2,5,23,4,65,5,2,5,106
4463,36,Female,(706)340-1360,garrettjenna@example.com,Australia,22-04-2024,AU8545,First Class,Mobile App,International,10,7600,4212,Silver,1,453.59,7,7645.6,0,13,Free Upgrade,2,1,4,3,5,3,3,3,5,4,3,3,13,4,47,77,5,8,119
4464,71,Male,(940)902-9710x99151,ebrown@example.com,UK,11-05-2024,UK4220,Economy,Mobile App,Domestic,9,5310,3190,Bronze,3,1930.63,5,2233.77,1,47,Lounge Access,4,1,3,5,1,2,2,1,1,5,4,3,14,3,97,30,3,3,345
4465,45,Male,461.258.1063x91336,allen94@example.net,Canada,11-09-2024,CA8979,Business,Phone,International,2,5665,3447,Bronze,3,895.74,4,1656.6,2,40,No Offer,2,5,1,5,3,2,2,3,2,1,2,3,1,3,108,10,5,5,15
4466,62,Female,356-901-5139x933,selena10@example.com,India,25-04-2024,IN9364,Business,Mobile App,International,5,844,2195,Silver,3,900.06,9,1305.4,0,44,Free Upgrade,5,4,4,4,3,3,3,4,1,1,5,1,9,4,6,34,2,8,78
4467,77,Male,895.200.1211,mike20@example.org,India,08-11-2024,IN9631,First Class,Phone,Domestic,9,6605,5137,Bronze,1,288.71,1,7938.44,2,28,Lounge Access,5,3,5,2,5,3,5,3,1,4,4,2,4,5,95,38,2,4,159
4468,66,Male,+1-878-383-1418x656,johnny79@example.com,France,07-11-2024,FR9956,Business,Online,Domestic,1,3357,3812,Bronze,0,128.23,9,9932.86,3,45,Free Upgrade,2,1,4,1,1,2,4,2,4,4,1,4,7,4,77,12,1,2,189
4469,41,Male,001-424-236-6985x7584,danielcollier@example.net,Germany,20-08-2024,GE3363,Business,Online,Domestic,5,9327,3982,Platinum,5,1852.85,5,870.52,2,17,Free Upgrade,3,4,5,2,3,5,4,1,2,2,2,1,26,2,21,66,1,7,221
4470,78,Male,763.591.6719x5579,ibates@example.net,USA,26-05-2024,US1492,Business,Online,Domestic,10,4764,417,Bronze,2,793.77,10,11474.56,0,44,Lounge Access,5,3,1,2,5,4,2,3,2,5,4,1,29,5,107,39,1,9,41
4471,49,Male,001-808-505-4058x0961,maxwell25@example.org,Germany,11-09-2024,GE9201,First Class,Phone,International,5,3662,268,Platinum,0,1666.97,3,13470.8,5,44,Free Upgrade,3,4,2,1,2,2,5,2,1,4,3,2,18,2,31,22,0,6,293
4472,20,Female,855-746-9058,jeffreysmith@example.org,USA,14-04-2024,US5158,Economy,Phone,Domestic,10,6198,5803,Platinum,0,1315.33,6,851.46,1,42,No Offer,5,3,4,2,3,3,1,3,3,2,4,3,4,1,3,113,0,1,137
4473,67,Female,(596)944-5021x2451,erinhurley@example.net,UK,04-01-2024,UK4738,Economy,Agent,International,1,3212,3715,Gold,2,182.55,4,1310.98,2,26,No Offer,4,2,5,2,2,1,4,1,3,3,1,5,10,3,111,42,5,2,316
4474,61,Female,001-727-521-3611x690,kayladavis@example.net,Canada,03-03-2024,CA4972,Economy,Agent,Domestic,1,9220,1174,Silver,5,494.9,9,1376.85,1,14,Lounge Access,1,1,1,1,5,5,3,3,1,3,1,2,1,2,99,107,0,4,155
4475,46,Female,001-504-621-2252x79668,christopherowens@example.net,USA,03-11-2024,US7307,Business,Mobile App,International,8,6419,136,Platinum,1,106.73,7,8983.7,3,0,Discount,5,4,2,3,1,2,5,3,3,3,5,1,9,5,86,91,2,4,314
4476,35,Female,867.234.5450,garycurtis@example.com,Canada,12-02-2024,CA9940,First Class,Agent,International,2,9731,1931,Platinum,2,579.45,9,9344.16,4,35,Discount,2,5,5,1,3,5,1,1,1,2,4,5,28,4,71,66,0,4,35
4477,19,Male,(956)648-7823x72061,jonathangentry@example.org,India,17-07-2024,IN8644,Business,Online,International,5,9879,1443,Platinum,0,654.88,3,6445.44,2,44,Lounge Access,1,4,5,5,4,4,2,1,2,1,3,5,30,4,100,93,1,3,297
4478,59,Female,001-773-353-2160x04830,edwinchaney@example.net,France,16-08-2024,FR8841,First Class,Online,International,2,8720,436,Gold,4,1867.22,7,11291.94,0,41,Discount,3,4,1,2,1,4,4,2,1,4,1,1,26,3,61,5,4,2,137
4479,38,Female,696.875.9327x0993,garciajacqueline@example.net,Australia,13-04-2024,AU3623,Economy,Agent,International,9,9372,901,Platinum,2,1710.85,9,12492.16,2,49,Lounge Access,2,4,2,4,4,4,3,2,2,4,2,4,4,3,80,59,4,5,58
4480,74,Female,973.549.9628,anthonyaguilar@example.net,India,05-10-2024,IN9816,First Class,Online,International,3,1798,2492,Silver,2,204,2,1624.33,4,49,No Offer,3,1,1,1,1,3,4,5,1,4,5,1,10,1,50,103,1,3,94
4481,67,Female,(261)780-6252,sarah47@example.net,Canada,05-12-2024,CA7583,Economy,Mobile App,International,4,4309,3971,Platinum,5,684.99,7,1557.9,3,29,Discount,5,5,5,4,1,4,2,5,5,4,1,1,6,3,82,33,5,7,35
4482,24,Male,001-692-905-2325x8816,sandersashley@example.com,UK,14-05-2024,UK9136,Business,Agent,Domestic,6,6820,2951,Gold,1,1764.91,6,3863.54,2,31,Free Upgrade,1,4,4,2,5,1,4,4,4,2,3,5,10,2,85,35,1,9,20
4483,67,Female,(462)504-4128x31241,richardsonbrandi@example.org,USA,03-05-2024,US4428,First Class,Mobile App,International,3,2812,4217,Bronze,5,1432.6,3,11092.02,3,8,No Offer,4,1,4,5,3,3,1,1,1,5,4,2,9,3,94,18,4,3,54
